name,goals_per90,assists_per90,goals_assists_pens_per90,goals_pens_per90,goals,shots_total_per90,shots_on_target_per90,shots_free_kicks,pens_made,passes_completed,passes,passes_completed_short,passes_completed_medium,passes_completed_long,sca,sca_per90,gca_per90,tackles,tackles_won,dribbles_vs,pressures,pressure_regains,blocks,blocked_shots,dribbles_completed,carry_distance,fouls,aerials_won,ball_recoveries
Kevin Vázquez,"['0.00', '0.00', None]","['0.00', '0.00', None]","['0.00', '0.00', None]","['0.00', '0.00', None]","[None, '0', '0']","[None, '0.00', '0.07']","[None, '0.00', '0.00']","[None, '0', '0']","[None, '0', '0']","[None, '86', '612']","[None, '112', '768']","[None, '2', '17']","[None, '68', '502']","[None, '16', '93']","[None, '3', '17']","[None, '1.23', '1.15']","[None, '0.41', '0.07']","[None, '7', '30']","[None, '4', '15']","[None, '7', '30']","[None, '39', '233']","[None, '10', '66']","[None, '8', '33']","[None, '2', '1']","[None, '1', '15']","[None, '396', '2529']","[None, '5', '22']","[None, '0', '19']","[None, '24', '138']"
Álvaro Vadillo,"['0.22', '0.00', None]","['0.07', '0.00', None]","['0.22', '0.00', None]","['0.15', '0.00', None]","4,3,0","[None, '1.26', '0.00']","[None, '0.37', '0.00']","[None, '12', None]","1,1,0","[None, '303', None]","[None, '454', None]","[None, '12', None]","[None, '235', None]","[None, '56', None]","[None, '39', None]","[None, '2.88', None]","[None, '0.15', None]","[None, '12', None]","[None, '9', '0']","[None, '15', None]","[None, '159', None]","[None, '51', None]","[None, '17', None]","[None, '1', None]","[None, '20', None]","[None, '2583', None]","[None, '9', '0']","[None, '6', None]","[None, '59', None]"
Sergio Carreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raúl Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miguel Rodríguez,0.00,0.00,0.00,0.00,,,,,,5,8,0,4,1,2,18.00,0.00,0,0,0,3,0,1,0,0,55,1,0,0
Iago Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Pampín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jorge Sáenz,"['0.12', '0.00', None]","['0.06', '0.00', None]","['0.19', '0.00', None]","['0.12', '0.00', None]","1,4,0","['0.00', None, '0.00']","['0.05', None, '0.00']","[None, None, '0']","0,0,0","[None, None, '136']","[None, None, '168']","[None, None, '0']","[None, None, '82']","[None, None, '54']","[None, None, '3']","[None, None, '0.73']","[None, None, '0.00']","[None, None, '4']","['0', None, '0']","[None, None, '2']","[None, None, '52']","[None, None, '13']","[None, None, '6']","[None, None, '2']","[None, None, '0']","[None, None, '557']","['32', None, '7']","[None, None, '9']","[None, None, '36']"
David Juncà,"['0.00', '0.00', None]","['0.15', '0.00', None]","['0.15', '0.00', None]","['0.00', '0.00', None]","0,0,0","0.30,0.26,0.00","0.00,0.05,0.00","0,0,0","0,0,0","441,838,115","633,1044,152","6,10,2","289,695,93","146,133,20","24,33,3","2.40,1.69,1.05","0.30,0.21,0.00","16,50,4","12,26,3","21,47,2","100,242,32","40,71,8","11,53,3","0,7,1","11,17,3","2813,3905,691","18,26,5","1,18,3","119,140,24"
Ante Palaversa,"0.11,0.00,0.00","0.00,0.00,0.00","0.11,0.00,0.00","0.11,0.00,0.00",,,,,,"[None, None, '4']","[None, None, '7']","[None, None, '0']","[None, None, '4']","[None, None, '0']","[None, None, '0']","[None, None, '0.00']","[None, None, '0.00']","[None, None, '1']","[None, None, '1']","[None, None, '0']","[None, None, '5']","[None, None, '2']","[None, None, '1']","[None, None, '0']","[None, None, '0']","[None, None, '30']","[None, None, '1']","[None, None, '0']","[None, None, '2']"
Rubén Yáñez,"[None, '0.00', None]","[None, '0.00', None]","[None, '0.00', None]","[None, '0.00', None]",,,,,,,,,,,,,,,,,,,,,,,"[None, '0']","[None, None]","[None, None]"
Frenkie de Jong,"0.11,0.09,0.00","0.11,0.09,0.00","0.22,0.17,0.00","0.11,0.09,0.00","3,2,0","[None, '0.17', '0.33']","[None, '0.17', '0.00']","[None, '0', '0']","0,0,0","[None, '1536', '173']","[None, '1661', '200']","[None, '33', '5']","[None, '1255', '145']","[None, '248', '23']","[None, '50', '5']","[None, '2.13', '1.67']","[None, '0.38', '0.33']","[None, '30', '2']","[None, '22', '2']","[None, '19', '2']","[None, '313', '21']","[None, '97', '6']","[None, '24', '2']","[None, '7', '0']","[None, '38', '6']","[None, '9514', '1104']","[None, '23', '1']","[None, '10', '3']","[None, '189', '28']"
Erick Cabaco,"0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0,0,0","0.44,0.34,0.00","0.00,0.00,0.00","0,0,0","0,0,0","275,85,4","349,138,9","4,0,0","166,39,4","105,46,0","6,0,0","0.67,0.00,0.00","0.00,0.00,0.00","14,3,0","10,2,0","7,6,0","51,32,6","21,8,3","15,2,0","8,1,0","4,0,0","1164,293,0","7,7,1","20,12,3","85,38,2"
Chema,"['0.00', '0.00', None]","['0.00', '0.00', None]","['0.00', '0.00', None]","['0.00', '0.00', None]","2,0,0","0.36,0.29,0.87","0.14,0.00,0.00","['0', None, '0']","0,0,0","['285', None, '76']","['380', None, '123']","['2', None, '1']","['201', None, '44']","['82', None, '31']","['4', None, '1']","['0.29', None, '0.29']","['0.00', None, '0.00']","['32', None, '2']","12,9,2","['18', None, '0']","['89', None, '23']","['21', None, '12']","['23', None, '3']","['12', None, '0']","['1', None, '1']","['995', None, '347']","19,9,7","['20', None, '14']","['100', None, '57']"
Francisco Portillo,"0.05,0.00,0.00","0.18,0.48,0.00","0.23,0.48,0.00","0.05,0.00,0.00","1,0,0","0.36,0.72,0.00","0.18,0.24,0.00","0,0,0","0,0,0","592,120,0","808,167,0","9,5,0","493,97,0","90,18,0","60,14,0","2.71,3.35,0.00","0.50,0.72,0.00","20,11,0","10,5,0","32,11,0","472,96,5","120,32,1","29,5,0","1,0,0","45,9,0","4657,839,0","30,10,0","4,3,0","168,33,0"
Enes Ünal,"0.25,0.23,0.00","0.13,0.08,0.00","0.25,0.23,0.00","0.13,0.15,0.00","6,6,0","2.05,2.19,3.05","0.54,0.88,0.00","1,2,0","3,2,0","379,423,19","526,621,28","13,13,0","325,351,17","41,59,2","39,57,0","1.63,2.19,0.00","0.29,0.27,0.00","11,20,0","7,12,0","26,20,0","373,470,12","69,100,5","17,24,0","6,6,0","28,26,3","3113,3321,152","42,41,1","69,115,5","79,129,4"
Cucho,"0.17,0.30,0.00","0.13,0.06,0.69","0.21,0.36,0.69","0.08,0.30,0.00","4,5,0","3.31,2.72,1.38","1.00,0.85,0.35","3,0,0","2,0,0","403,315,63","606,448,95","14,18,3","315,253,48","74,44,12","71,42,8","2.97,2.54,2.77","0.29,0.36,1.04","20,19,5","18,11,3","25,15,3","439,259,85","91,61,22","32,20,5","5,2,1","49,33,4","4783,3500,584","33,16,5","40,41,7","121,78,19"
Jaime Mata,"0.52,0.36,0.47","0.22,0.10,0.00","0.59,0.36,0.47","0.37,0.26,0.47","14,11,1","2.00,1.67,0.94","0.74,0.66,0.94","0,0,0","4,3,0","424,508,42","691,790,65","17,31,2","345,406,34","62,71,6","37,67,2","1.37,2.20,0.94","0.22,0.29,0.00","35,26,1","22,12,1","28,18,0","438,455,34","119,109,10","23,23,2","2,3,1","25,18,1","3623,3007,246","79,85,5","66,101,4","126,140,7"
David Timor,"0.00,0.29,0.00","0.00,0.00,0.00","0.00,0.29,0.00","0.00,0.29,0.00","0,3,0","2.00,1.81,4.35","0.00,0.67,1.45","[None, '8', '2']","0,0,0","[None, '251', '31']","[None, '404', '48']","[None, '11', '0']","[None, '151', '26']","[None, '89', '5']","[None, '17', '0']","[None, '1.62', '0.00']","[None, '0.00', '0.00']","[None, '11', '3']","1,6,2","[None, '13', '3']","[None, '138', '15']","[None, '38', '7']","[None, '10', '1']","[None, '3', '0']","[None, '2', '1']","[None, '795', '106']","2,20,1","[None, '33', '6']","[None, '166', '15']"
Mathías Olivera,"0.00,0.00,0.00","0.09,0.05,0.00","0.09,0.05,0.00","0.00,0.00,0.00","0,0,0","0.63,0.29,0.26","0.36,0.05,0.00","0,0,0","0,0,0","200,544,116","351,894,157","3,12,4","174,459,94","23,73,18","13,20,4","1.28,0.96,1.03","0.20,0.14,0.00","32,68,8","27,38,6","20,50,3","214,367,56","57,127,25","27,46,6","3,3,0","9,20,2","1638,2759,627","15,32,4","35,84,8","108,284,43"
Ángel Rodríguez,"0.40,0.64,0.93","0.15,0.19,0.00","0.54,0.77,0.93","0.40,0.58,0.93","8,10,2","3.27,3.13,1.40","1.24,1.47,1.40","0,0,0","0,1,0","242,197,33","377,315,41","15,8,2","177,158,24","50,31,7","40,35,6","1.98,2.24,2.80","0.35,0.38,0.00","13,15,0","8,12,0","20,12,0","390,301,42","84,80,7","14,11,0","2,1,0","19,15,1","3142,2468,272","42,52,2","21,25,4","77,73,13"
David Soria,"0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00",,,,,,"454,503,67","1071,1130,153","0,0,0","44,58,15","410,445,52","5,5,1","0.14,0.13,0.25","0.00,0.00,0.00","0,0,0","0,0,0","1,2,0","2,3,0","0,0,0","3,0,0","0,0,0","1,0,0","3808,3517,519","0,2,0","0,0,0","225,252,26"
Damián Suárez,"0.00,0.03,0.00","0.08,0.14,0.00","0.08,0.17,0.00","0.00,0.03,0.00","0,1,0","0.44,0.69,0.53","0.03,0.17,0.26","3,6,0","0,0,0","1333,992,123","1966,1515,185","11,16,1","971,745,98","351,231,24","93,75,1","2.58,2.60,0.26","0.19,0.31,0.00","105,69,12","67,49,8","131,78,9","663,493,91","196,154,27","69,45,11","5,1,1","32,23,0","5551,3577,422","57,55,9","26,36,10","410,323,42"
Nemanja Maksimović,"0.03,0.06,0.00","0.00,0.00,0.00","0.03,0.06,0.00","0.03,0.06,0.00","1,2,0","0.98,0.99,0.28","0.20,0.34,0.00","0,0,0","0,0,0","583,534,86","779,730,116","35,45,9","439,377,49","109,112,28","30,37,4","0.84,1.15,1.10","0.11,0.09,0.28","70,53,5","45,34,2","67,55,7","874,698,89","224,206,28","95,47,7","21,9,0","9,8,3","2923,2222,501","19,22,4","73,61,8","367,312,48"
Allan Nyom,"0.05,0.07,0.00","0.05,0.00,0.25","0.11,0.07,0.25","0.05,0.07,0.00","1,2,0","0.26,0.48,0.76","0.16,0.19,0.00","0,0,0","0,0,0","473,587,83","638,923,137","8,6,1","395,481,61","70,100,21","34,18,8","1.79,0.67,2.03","0.11,0.07,0.25","39,49,11","25,20,6","25,36,7","306,336,59","92,97,25","25,38,8","2,5,1","10,14,2","2435,3526,495","34,62,4","23,39,12","128,200,38"
Jean-Pierre Rhyner,"['0.05', '0.14', None]","['0.00', '0.00', None]","['0.05', '0.14', None]","['0.05', '0.14', None]","1,1,1","['0.00', None, '0.41']","['0.07', None, '0.14']","[None, None, None]","0,0,0",,,,,,,,,,,,,,,,,,"[None, None, '5']","[None, None, None]","[None, None, None]"
Xabier Etxeita,"0.13,0.00,0.00","0.00,0.00,0.00","0.13,0.00,0.00","0.13,0.00,0.00","4,0,0","0.77,0.44,0.50","0.27,0.12,0.00","0,0,0","0,0,0","659,209,75","866,368,122","9,2,1","430,107,42","220,100,32","12,5,0","0.40,0.31,0.00","0.00,0.00,0.00","47,22,6","28,11,4","42,20,7","230,140,40","68,46,17","48,21,3","25,6,1","3,0,1","3619,790,292","34,16,7","61,54,8","237,182,61"
Mauro Arambarri,"0.03,0.03,0.00","0.07,0.03,0.00","0.10,0.06,0.00","0.03,0.03,0.00","1,1,0","0.87,1.35,0.76","0.30,0.21,0.00","3,4,1","0,0,0","560,649,80","804,972,133","17,21,1","346,430,48","197,198,31","32,37,8","1.08,1.09,2.03","0.10,0.12,0.00","76,74,9","54,49,8","78,63,5","858,799,132","200,206,41","55,69,10","4,6,1","40,29,4","3503,4738,508","65,79,7","38,63,6","351,447,42"
Saturday Erimuya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc Baró Ortiz,"['0.00', None]","['0.00', None]","['0.00', None]","['0.00', None]",,,,,,,,,,,,,,,,,,,,,,,2,[None],[None]
Juan Flere,"['0.00', None]","['0.00', None]","['0.00', None]","['0.00', None]",,,,,,,,,,,,,,,,,,,,,,,0,[None],[None]
Djené,"0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0,0,0","0.36,0.15,0.00","0.03,0.03,0.00","0,0,0","0,0,0","705,684,88","973,934,129","4,12,0","451,397,60","250,275,28","19,10,0","0.57,0.29,0.00","0.12,0.00,0.00","54,51,7","36,28,4","39,28,4","370,274,30","136,101,11","37,24,7","8,9,2","20,11,1","4124,4037,429","51,42,5","73,97,10","502,458,61"
Iván Alejo,"0.00,0.08,0.76","0.00,0.15,0.00","0.00,0.23,0.76","0.00,0.08,0.76","0,1,1","[None, '1.31', '3.05']","[None, '0.54', '0.76']","[None, None, '0']","0,0,0","[None, None, '20']","[None, None, '31']","[None, None, '0']","[None, None, '16']","[None, None, '4']","[None, None, '4']","[None, None, '3.05']","[None, None, '0.00']","[None, None, '2']","[None, '18', '0']","[None, None, '5']","[None, None, '56']","[None, None, '7']","[None, None, '3']","[None, None, '0']","[None, None, '4']","[None, None, '423']","[None, '23', '6']","[None, None, '2']","[None, None, '7']"
Jon Ander Garrido,"0.05,0.05,0.00","0.05,0.05,0.00","0.10,0.10,0.00","0.05,0.05,0.00","1,1,0","[None, '1.05', '0.00']","[None, '0.10', '0.00']","[None, None, '0']","0,0,0","[None, None, '2']","[None, None, '2']","[None, None, '0']","[None, None, '1']","[None, None, '1']","[None, None, '1']","[None, None, '30.00']","[None, None, '0.00']","[None, None, '0']","[None, '27', '0']","[None, None, '0']","[None, None, '0']","[None, None, '0']","[None, None, '1']","[None, None, '0']","[None, None, '0']","[None, None, '9']","[None, '40', '0']","[None, None, '1']","[None, None, '1']"
Santi Mina,"0.34,0.28,0.00","0.24,0.14,0.00","0.58,0.42,0.00","0.34,0.28,0.00","7,6,0","2.04,2.22,0.00","1.02,0.65,0.00","0,1,0","0,0,0","350,500,16","477,706,21","10,29,0","290,416,14","50,55,2","33,49,1","1.60,2.27,1.23","0.24,0.32,0.00","19,14,2","14,8,2","25,38,0","505,405,11","94,101,4","25,24,0","2,3,0","15,11,0","2213,2907,66","40,45,3","33,88,3","89,115,3"
Carlos Akapo,"0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0,0,0","0.70,0.00,0.00","0.18,0.00,0.00","['0', None, '0']","0,0,0","['346', None, '13']","['442', None, '18']","['7', None, '0']","['294', None, '13']","['45', None, '0']","['16', None, '0']","['1.41', None, '0.00']","['0.18', None, '0.00']","['33', None, '0']","17,2,0","['29', None, '1']","['171', None, '2']","['44', None, '0']","['16', None, '1']","['2', None, '0']","['13', None, '0']","['2425', None, '74']","16,9,2","['15', None, '0']","['98', None, '6']"
Jaume Doménech,"0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00",,,,,,"58,300,136","94,457,178","0,3,0","25,140,59","33,157,77","0,1,0","0.00,0.07,0.00","0.00,0.00,0.00","0,0,0","0,0,0","1,2,2","0,0,2","0,0,0","0,0,0","0,0,0","0,0,1","250,867,318","0,0,0","0,0,0","26,68,30"
Álvaro Giménez,"0.22,0.16,0.00","0.00,0.00,2.00","0.22,0.16,2.00","0.22,0.16,0.00","3,1,0","2.47,1.57,0.00","0.60,0.47,0.00","[None, None, '0']","0,0,0","[None, None, '8']","[None, None, '11']","[None, None, '0']","[None, None, '8']","[None, None, '0']","[None, None, '0']","[None, None, '0.00']","[None, None, '0.00']","[None, None, '0']","10,4,0","[None, None, '1']","[None, None, '8']","[None, None, '2']","[None, None, '0']","[None, None, '0']","[None, None, '0']","[None, None, '47']","31,30,0","[None, None, '1']","[None, None, '2']"
Alberto Perea,"0.00,0.20,0.00","0.40,0.08,0.00","0.40,0.28,0.00","0.00,0.20,0.00","0,5,0","[None, '1.91', '8.00']","[None, '0.41', '0.00']","[None, None, '2']","0,0,0","[None, None, '13']","[None, None, '15']","[None, None, '1']","[None, None, '10']","[None, None, '2']","[None, None, '4']","[None, None, '8.00']","[None, None, '0.00']","[None, None, '1']","[None, '25', '1']","[None, None, '1']","[None, None, '13']","[None, None, '5']","[None, None, '2']","[None, None, '0']","[None, None, '3']","[None, None, '159']","[None, '29', '0']","[None, None, '0']","[None, None, '4']"
José Fontán,"[None, '0.00']","[None, '0.00']","[None, '0.00']","[None, '0.00']",0,2.90,2.90,0,0,13,18,2,11,0,0,0.00,0.00,0,0,0,7,1,0,0,0,22,1,1,6
Gabriel Veiga,0.00,0.00,0.00,0.00,,,,,,14,17,3,10,1,2,2.57,0.00,0,0,1,22,7,2,0,1,141,3,0,2
Felipe,"0.03,0.04,0.00","0.07,0.00,0.00","0.10,0.04,0.00","0.03,0.04,0.00","1,1,0","0.94,0.86,0.33","0.26,0.21,0.00","[None, '0', '0']","0,0,0","[None, '707', '169']","[None, '887', '192']","[None, '11', '0']","[None, '492', '126']","[None, '204', '43']","[None, '12', '0']","[None, '0.51', '0.00']","[None, '0.09', '0.00']","[None, '33', '6']","27,18,6","[None, '25', '2']","[None, '160', '20']","[None, '58', '10']","[None, '29', '4']","[None, '16', '2']","[None, '4', '0']","[None, '3700', '894']","40,30,5","[None, '82', '8']","[None, '228', '35']"
Fran Beltrán,"0.06,0.05,0.00","0.00,0.00,0.00","0.06,0.05,0.00","0.06,0.05,0.00","1,1,0","1.07,0.69,1.11","0.24,0.20,0.00","0,0,0","0,0,0","798,781,70","884,881,75","12,12,1","612,601,49","174,168,20","23,29,6","1.36,1.43,3.33","0.00,0.00,0.00","28,34,3","16,24,3","49,27,3","506,358,35","124,110,13","19,19,1","2,1,0","14,17,2","3810,4169,354","12,12,4","4,8,0","164,166,15"
Brais Méndez,"0.23,0.00,0.00","0.27,0.12,0.00","0.46,0.12,0.00","0.19,0.00,0.00","6,0,0","2.45,1.46,2.86","1.00,0.49,0.00","1,0,1","1,0,0","918,519,31","1224,686,51","29,18,2","717,424,23","172,77,6","80,36,5","3.07,2.19,3.57","0.54,0.30,0.00","58,22,2","43,13,1","62,36,1","686,314,26","181,68,7","37,19,3","1,0,0","36,25,1","5157,2999,294","38,28,2","24,25,2","189,113,12"
Miguel Baeza,0.00,0.00,0.00,0.00,0,3.12,0.00,[None],0,,,,,,,,,,,,,,,,,,1,[None],[None]
Okay Yokuşlu,"0.08,0.00,0.00","0.00,0.09,0.00","0.08,0.09,0.00","0.08,0.00,0.00","2,0,0","0.78,0.50,0.42","0.20,0.09,0.00","0,0,0","0,0,0","1199,882,81","1382,1064,99","20,32,4","929,716,64","250,134,13","31,13,4","1.27,0.59,1.67","0.04,0.14,0.00","68,38,2","52,26,1","47,29,5","404,267,29","118,81,6","42,22,1","11,8,0","31,23,5","6375,4119,559","43,46,5","54,76,9","299,293,34"
Néstor Araujo,"0.10,0.03,0.00","0.00,0.06,0.00","0.10,0.09,0.00","0.10,0.03,0.00","3,1,0","0.40,0.37,1.06","0.23,0.09,0.00","0,0,0","0,0,0","1299,1290,55","1478,1482,64","9,11,0","923,832,37","367,447,18","13,7,2","0.44,0.22,1.06","0.00,0.09,0.00","36,47,1","24,27,0","33,32,1","222,217,12","61,71,2","48,43,1","20,22,0","3,1,1","4866,7578,486","15,27,3","59,91,3","259,278,16"
Jeison Murillo,"0.00,0.06,0.00","0.00,0.00,0.00","0.00,0.06,0.00","0.00,0.06,0.00","0,1,0","0.27,0.53,0.00","0.00,0.35,0.00","0,0,0","0,0,0","232,618,147","281,700,172","2,3,2","135,397,94","95,218,51","5,2,3","0.68,0.12,0.77","0.00,0.00,0.00","16,37,4","10,17,2","22,29,4","86,152,30","26,48,12","16,21,5","5,10,3","3,1,1","942,2330,655","10,20,7","13,52,5","58,149,44"
Denis Suárez,"0.00,0.06,0.00","0.00,0.28,0.30","0.00,0.33,0.30","0.00,0.06,0.00","0,1,0","0.00,1.05,0.89","0.00,0.50,0.00","0,1,0","0,0,0","32,664,120","35,876,164","2,13,3","26,529,97","4,122,20","0,56,10","0.00,3.09,2.95","0.00,0.28,0.30","1,25,3","1,16,2","0,35,7","33,314,63","7,77,19","0,19,3","0,0,0","3,56,8","376,7117,1127","0,21,1","0,3,2","6,111,28"
Emre Mor,"['0.00', None, '0.00']","['0.00', None, '0.00']","['0.00', None, '0.00']","['0.00', None, '0.00']","0,0,0","1.95,2.68,1.77","0.98,0.97,0.59","['0', None, '0']","0,0,0","['68', None, '62']","['93', None, '78']","['5', None, '1']","['49', None, '56']","['14', None, '5']","['7', None, '3']","['1.71', None, '0.89']","['0.24', None, '0.00']","['5', None, '8']","3,4,7","['11', None, '5']","['128', None, '73']","['22', None, '25']","['4', None, '2']","['0', None, '0']","['13', None, '12']","['1036', None, '645']","7,4,3","['3', None, '4']","['28', None, '14']"
Iván Villar,"[None, '0.00', '0.00']","[None, '0.00', '0.00']","[None, '0.00', '0.00']","[None, '0.00', '0.00']",,,,,,"[None, '60', '89']","[None, '89', '145']","[None, '0', '3']","[None, '35', '50']","[None, '25', '36']","[None, '0', '0']","[None, '0.00', '0.00']","[None, '0.00', '0.00']","[None, '0', '0']","0,0,0","[None, '0', '0']","[None, '0', '0']","[None, '0', '0']","[None, '0', '0']","[None, '0', '0']","[None, '0', '0']","[None, '160', '410']","0,0,0","[None, '0', '0']","[None, '15', '20']"
Nolito,"0.30,0.56,0.00","0.00,0.28,0.25","0.30,0.56,0.25","0.30,0.28,0.00","3,2,0","2.81,1.67,3.73","1.20,1.11,1.99","0,2,2","0,1,0","263,115,98","345,164,138","3,2,3","202,84,76","58,29,19","31,15,10","3.11,4.17,2.49","0.20,0.56,0.75","12,6,5","9,4,3","24,3,10","141,73,72","37,22,24","10,6,10","0,1,0","12,1,4","1709,671,651","22,10,7","7,0,0","56,29,25"
Renato Tapia,"0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0,0,0","[None, '1.43', '0.23']","[None, '0.24', '0.00']","[None, None, '0']","0,0,0","[None, None, '132']","[None, None, '162']","[None, None, '3']","[None, None, '100']","[None, None, '29']","[None, None, '2']","[None, None, '0.46']","[None, None, '0.00']","[None, None, '13']","[None, '17', '8']","[None, None, '10']","[None, None, '98']","[None, None, '26']","[None, None, '7']","[None, None, '1']","[None, None, '3']","[None, None, '527']","[None, '13', '11']","[None, None, '12']","[None, None, '56']"
Joseph Aidoo,"0.03,0.00,0.00","0.00,0.04,0.00","0.03,0.04,0.00","0.03,0.00,0.00","1,0,0","[None, '0.36', '0.67']","[None, '0.04', '0.00']","[None, '0', '0']","0,0,0","[None, '1073', '129']","[None, '1223', '166']","[None, '6', '0']","[None, '688', '88']","[None, '379', '41']","[None, '13', '3']","[None, '0.47', '0.67']","[None, '0.07', '0.00']","[None, '40', '7']","[None, '26', '6']","[None, '28', '8']","[None, '304', '42']","[None, '108', '12']","[None, '42', '8']","[None, '16', '1']","[None, '11', '2']","[None, '5392', '674']","[None, '17', '3']","[None, '59', '13']","[None, '248', '55']"
Marc Cucurella,"0.04,0.03,0.25","0.08,0.14,0.00","0.11,0.17,0.25","0.04,0.03,0.25","1,1,1","0.80,0.86,1.00","0.08,0.17,0.50","0,2,0","0,0,0","763,939,98","997,1408,146","11,24,2","656,767,82","96,148,14","61,89,10","2.33,2.47,2.50","0.27,0.22,0.25","44,88,13","39,62,10","25,82,5","689,939,113","223,303,45","45,76,8","3,8,0","17,24,4","4003,5590,789","42,78,4","35,49,5","248,375,39"
Sergio González,"0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0,0,0","[None, '0.50', '1.00']","[None, '0.17', '0.00']","[None, None, '0']","0,0,0","[None, None, '20']","[None, None, '29']","[None, None, '1']","[None, None, '14']","[None, None, '5']","[None, None, '1']","[None, None, '1.00']","[None, None, '0.00']","[None, None, '0']","[None, '19', '0']","[None, None, '2']","[None, None, '18']","[None, None, '4']","[None, None, '0']","[None, None, '0']","[None, None, '0']","[None, None, '62']","[None, '16', '1']","[None, None, '2']","[None, None, '13']"
Lucas Olaza,"0.00,0.03,0.00","0.20,0.09,0.00","0.20,0.11,0.00","0.00,0.03,0.00","0,1,0","0.00,0.54,0.40","0.00,0.14,0.20","0,7,0","0,0,0","368,1496,189","491,2012,273","4,18,1","291,1202,151","73,276,37","13,59,7","1.30,1.69,1.40","0.30,0.17,0.00","31,64,9","17,36,7","19,53,7","127,379,59","42,115,22","18,65,13","4,8,1","5,15,3","1670,6210,828","7,26,9","3,37,12","69,295,54"
Fali,"0.00,0.04,0.00","0.00,0.00,0.00","0.00,0.04,0.00","0.00,0.04,0.00","0,1,0","[None, '0.89', '0.00']","[None, '0.21', '0.00']","[None, None, '0']","0,0,0","[None, None, '18']","[None, None, '26']","[None, None, '1']","[None, None, '7']","[None, None, '10']","[None, None, '0']","[None, None, '0.00']","[None, None, '0.00']","[None, None, '1']","[None, '27', '0']","[None, None, '1']","[None, None, '6']","[None, None, '1']","[None, None, '1']","[None, None, '0']","[None, None, '0']","[None, None, '53']","[None, '20', '2']","[None, None, '1']","[None, None, '10']"
David Gil,"[None, '0.00', '0.00']","[None, '0.00', '0.00']","[None, '0.00', '0.00']","[None, '0.00', '0.00']",,,,,,"[None, '12']","[None, '37']","[None, '0']","[None, '4']","[None, '8']","[None, '0']","[None, '0.00']","[None, '0.00']","[None, '0']","0,0","[None, '0']","[None, '0']","[None, '0']","[None, '0']","[None, '0']","[None, '0']","[None, '128']","0,0","[None, '0']","[None, '6']"
